FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
ext3,2048,128,8,noatime,writeback,none,deadline,sata,15135
ext3,2048,128,16,none,none,none,noop,sas,16700.33
ext3,2048,128,16,none,none,none,noop,500sas,13765.67
ext3,2048,128,16,none,none,none,noop,ssd,17582.67
ext3,2048,128,16,none,none,none,noop,sata,14167.33
ext3,2048,128,16,none,none,none,cfq,sas,16769.33
ext3,2048,128,16,none,none,none,cfq,500sas,13803
ext3,2048,128,16,none,none,none,cfq,ssd,17475.33
ext3,2048,128,16,none,none,none,cfq,sata,14481.33
ext3,2048,128,16,none,none,none,deadline,sas,16781
ext3,2048,128,16,none,none,none,deadline,500sas,13787.33
ext3,2048,128,16,none,none,none,deadline,ssd,17555
ext3,2048,128,16,none,none,none,deadline,sata,14315.33
ext3,2048,128,16,none,journal,none,noop,sas,16570.67
ext3,2048,128,16,none,journal,none,noop,500sas,12815.33
ext3,2048,128,16,none,journal,none,noop,ssd,17201.67
ext3,2048,128,16,none,journal,none,noop,sata,14049
ext3,2048,128,16,none,journal,none,cfq,sas,16415
ext3,2048,128,16,none,journal,none,cfq,500sas,12813.67
ext3,2048,128,16,none,journal,none,cfq,ssd,16960
ext3,2048,128,16,none,journal,none,cfq,sata,14485.67
ext3,2048,128,16,none,journal,none,deadline,sas,16539.33
ext3,2048,128,16,none,journal,none,deadline,500sas,12932
ext3,2048,128,16,none,journal,none,deadline,ssd,17180.67
ext3,2048,128,16,none,journal,none,deadline,sata,14265
ext3,2048,128,16,none,ordered,none,noop,sas,16666.33
ext3,2048,128,16,none,ordered,none,noop,500sas,14033
ext3,2048,128,16,none,ordered,none,noop,ssd,17560.67
ext3,2048,128,16,none,ordered,none,noop,sata,14210.33
ext3,2048,128,16,none,ordered,none,cfq,sas,16766.33
ext3,2048,128,16,none,ordered,none,cfq,500sas,13500
ext3,2048,128,16,none,ordered,none,cfq,ssd,17513.67
ext3,2048,128,16,none,ordered,none,cfq,sata,14390
ext3,2048,128,16,none,ordered,none,deadline,sas,16727.67
ext3,2048,128,16,none,ordered,none,deadline,500sas,13734
ext3,2048,128,16,none,ordered,none,deadline,ssd,17560.67
ext3,2048,128,16,none,ordered,none,deadline,sata,14350.67
ext3,2048,128,16,none,writeback,none,noop,sas,17814
ext3,2048,128,16,none,writeback,none,noop,500sas,16395.33
ext3,2048,128,16,none,writeback,none,noop,ssd,18029
ext3,2048,128,16,none,writeback,none,noop,sata,16273
ext3,2048,128,16,none,writeback,none,cfq,sas,17517.33
ext3,2048,128,16,none,writeback,none,cfq,500sas,16093.67
ext3,2048,128,16,none,writeback,none,cfq,ssd,17762.33
ext3,2048,128,16,none,writeback,none,cfq,sata,16324
ext3,2048,128,16,none,writeback,none,deadline,sas,17734
ext3,2048,128,16,none,writeback,none,deadline,500sas,16674.67
ext3,2048,128,16,none,writeback,none,deadline,ssd,17908
ext3,2048,128,16,none,writeback,none,deadline,sata,16255.33
ext3,2048,128,16,noatime,none,none,noop,sas,16678.67
ext3,2048,128,16,noatime,none,none,noop,500sas,13947
ext3,2048,128,16,noatime,none,none,noop,ssd,17579.33
ext3,2048,128,16,noatime,none,none,noop,sata,14165.67
ext3,2048,128,16,noatime,none,none,cfq,sas,16687
ext3,2048,128,16,noatime,none,none,cfq,500sas,13696.67
ext3,2048,128,16,noatime,none,none,cfq,ssd,17569
ext3,2048,128,16,noatime,none,none,cfq,sata,14668.33
ext3,2048,128,16,noatime,none,none,deadline,sas,16762
ext3,2048,128,16,noatime,none,none,deadline,500sas,13764.67
ext3,2048,128,16,noatime,none,none,deadline,ssd,17656
ext3,2048,128,16,noatime,none,none,deadline,sata,14245.67
ext3,2048,128,16,noatime,journal,none,noop,sas,16594.33
ext3,2048,128,16,noatime,journal,none,noop,500sas,12226.33
ext3,2048,128,16,noatime,journal,none,noop,ssd,17218.67
ext3,2048,128,16,noatime,journal,none,noop,sata,14415.33
ext3,2048,128,16,noatime,journal,none,cfq,sas,16360.67
ext3,2048,128,16,noatime,journal,none,cfq,500sas,12401.33
ext3,2048,128,16,noatime,journal,none,cfq,ssd,17019.33
ext3,2048,128,16,noatime,journal,none,cfq,sata,14601
ext3,2048,128,16,noatime,journal,none,deadline,sas,16566.33
ext3,2048,128,16,noatime,journal,none,deadline,500sas,12978.67
ext3,2048,128,16,noatime,journal,none,deadline,ssd,17177.67
ext3,2048,128,16,noatime,journal,none,deadline,sata,14301.33
ext3,2048,128,16,noatime,ordered,none,noop,sas,16758.67
ext3,2048,128,16,noatime,ordered,none,noop,500sas,13929.67
ext3,2048,128,16,noatime,ordered,none,noop,ssd,17620
ext3,2048,128,16,noatime,ordered,none,noop,sata,14382.67
ext3,2048,128,16,noatime,ordered,none,cfq,sas,16739.67
ext3,2048,128,16,noatime,ordered,none,cfq,500sas,13870
ext3,2048,128,16,noatime,ordered,none,cfq,ssd,17534
ext3,2048,128,16,noatime,ordered,none,cfq,sata,14956
ext3,2048,128,16,noatime,ordered,none,deadline,sas,16740
ext3,2048,128,16,noatime,ordered,none,deadline,500sas,13669.33
ext3,2048,128,16,noatime,ordered,none,deadline,ssd,17622.33
ext3,2048,128,16,noatime,ordered,none,deadline,sata,14360.67
ext3,2048,128,16,noatime,writeback,none,noop,sas,17824.67
ext3,2048,128,16,noatime,writeback,none,noop,500sas,16578.33
ext3,2048,128,16,noatime,writeback,none,noop,ssd,17962
ext3,2048,128,16,noatime,writeback,none,noop,sata,16202.67
ext3,2048,128,16,noatime,writeback,none,cfq,sas,17502.33
ext3,2048,128,16,noatime,writeback,none,cfq,500sas,16291
ext3,2048,128,16,noatime,writeback,none,cfq,ssd,17712.33
ext3,2048,128,16,noatime,writeback,none,cfq,sata,16481.67
ext3,2048,128,16,noatime,writeback,none,deadline,sas,17744.67
ext3,2048,128,16,noatime,writeback,none,deadline,500sas,16574
ext3,2048,128,16,noatime,writeback,none,deadline,ssd,18004.33
ext3,2048,128,16,noatime,writeback,none,deadline,sata,16141.33
ext3,2048,256,none,none,none,none,noop,sas,16635
ext3,2048,256,none,none,none,none,noop,500sas,13733
ext3,2048,256,none,none,none,none,noop,ssd,17542.33
ext3,2048,256,none,none,none,none,noop,sata,14200
ext3,2048,256,none,none,none,none,cfq,sas,16552
ext3,2048,256,none,none,none,none,cfq,500sas,13665.67
ext3,2048,256,none,none,none,none,cfq,ssd,17481
ext3,2048,256,none,none,none,none,cfq,sata,14582.67
ext3,2048,256,none,none,none,none,deadline,sas,16631
ext3,2048,256,none,none,none,none,deadline,500sas,13648
ext3,2048,256,none,none,none,none,deadline,ssd,17523.33
ext3,2048,256,none,none,none,none,deadline,sata,14284
ext3,2048,256,none,none,journal,none,noop,sas,16317
ext3,2048,256,none,none,journal,none,noop,500sas,12650.67
ext3,2048,256,none,none,journal,none,noop,ssd,17034.33
ext3,2048,256,none,none,journal,none,noop,sata,13859
ext3,2048,256,none,none,journal,none,cfq,sas,16196.33
ext3,2048,256,none,none,journal,none,cfq,500sas,12457.33
ext3,2048,256,none,none,journal,none,cfq,ssd,16813.33
ext3,2048,256,none,none,journal,none,cfq,sata,14221
ext3,2048,256,none,none,journal,none,deadline,sas,16289.33
ext3,2048,256,none,none,journal,none,deadline,500sas,12286
ext3,2048,256,none,none,journal,none,deadline,ssd,17021.67
ext3,2048,256,none,none,journal,none,deadline,sata,13993
ext3,2048,256,none,none,ordered,none,noop,sas,16707
ext3,2048,256,none,none,ordered,none,noop,500sas,13828
ext3,2048,256,none,none,ordered,none,noop,ssd,17516
ext3,2048,256,none,none,ordered,none,noop,sata,14088.67
ext3,2048,256,none,none,ordered,none,cfq,sas,16688
ext3,2048,256,none,none,ordered,none,cfq,500sas,13528.33
ext3,2048,256,none,none,ordered,none,cfq,ssd,17437.67
ext3,2048,256,none,none,ordered,none,cfq,sata,14549
ext3,2048,256,none,none,ordered,none,deadline,sas,16734
ext3,2048,256,none,none,ordered,none,deadline,500sas,13839.67
ext3,2048,256,none,none,ordered,none,deadline,ssd,17503
ext3,2048,256,none,none,ordered,none,deadline,sata,14002.33
ext3,2048,256,none,none,writeback,none,noop,sas,17729.67
ext3,2048,256,none,none,writeback,none,noop,500sas,16583.33
ext3,2048,256,none,none,writeback,none,noop,ssd,17935.33
ext3,2048,256,none,none,writeback,none,noop,sata,16223.33
ext3,2048,256,none,none,writeback,none,cfq,sas,17449.33
ext3,2048,256,none,none,writeback,none,cfq,500sas,16258.67
ext3,2048,256,none,none,writeback,none,cfq,ssd,17713.67
ext3,2048,256,none,none,writeback,none,cfq,sata,16369.33
ext3,2048,256,none,none,writeback,none,deadline,sas,17716
ext3,2048,256,none,none,writeback,none,deadline,500sas,16521
ext3,2048,256,none,none,writeback,none,deadline,ssd,17971.67
ext3,2048,256,none,none,writeback,none,deadline,sata,16199.33
ext3,2048,256,none,noatime,none,none,noop,sas,16745.33
ext3,2048,256,none,noatime,none,none,noop,500sas,13772
ext3,2048,256,none,noatime,none,none,noop,ssd,17532.67
ext3,2048,256,none,noatime,none,none,noop,sata,14284
ext3,2048,256,none,noatime,none,none,cfq,sas,16618
ext3,2048,256,none,noatime,none,none,cfq,500sas,13945.67
ext3,2048,256,none,noatime,none,none,cfq,ssd,17471.67
ext3,2048,256,none,noatime,none,none,cfq,sata,14671.33
ext3,2048,256,none,noatime,none,none,deadline,sas,16743.67
ext3,2048,256,none,noatime,none,none,deadline,500sas,13901.33
ext3,2048,256,none,noatime,none,none,deadline,ssd,17564
ext3,2048,256,none,noatime,none,none,deadline,sata,14380
ext3,2048,256,none,noatime,journal,none,noop,sas,16594.67
ext3,2048,256,none,noatime,journal,none,noop,500sas,12925.67
ext3,2048,256,none,noatime,journal,none,noop,ssd,17211.67
ext3,2048,256,none,noatime,journal,none,noop,sata,14526.67
ext3,2048,256,none,noatime,journal,none,cfq,sas,16327
ext3,2048,256,none,noatime,journal,none,cfq,500sas,12994
ext3,2048,256,none,noatime,journal,none,cfq,ssd,16976.67
ext3,2048,256,none,noatime,journal,none,cfq,sata,14531.67
ext3,2048,256,none,noatime,journal,none,deadline,sas,16558.67
ext3,2048,256,none,noatime,journal,none,deadline,500sas,12983.67
ext3,2048,256,none,noatime,journal,none,deadline,ssd,17124.33
ext3,2048,256,none,noatime,journal,none,deadline,sata,14569
ext3,2048,256,none,noatime,ordered,none,noop,sas,16844.67
ext3,2048,256,none,noatime,ordered,none,noop,500sas,13725.33
ext3,2048,256,none,noatime,ordered,none,noop,ssd,17589.33
ext3,2048,256,none,noatime,ordered,none,noop,sata,14230.67
ext3,2048,256,none,noatime,ordered,none,cfq,sas,16619.33
ext3,2048,256,none,noatime,ordered,none,cfq,500sas,13845
ext3,2048,256,none,noatime,ordered,none,cfq,ssd,17480.33
ext3,2048,256,none,noatime,ordered,none,cfq,sata,14582
ext3,2048,256,none,noatime,ordered,none,deadline,sas,16752
ext3,2048,256,none,noatime,ordered,none,deadline,500sas,13829
ext3,2048,256,none,noatime,ordered,none,deadline,ssd,17598.67
ext3,2048,256,none,noatime,ordered,none,deadline,sata,14216.33
ext3,2048,256,none,noatime,writeback,none,noop,sas,17858.67
ext3,2048,256,none,noatime,writeback,none,noop,500sas,16489
ext3,2048,256,none,noatime,writeback,none,noop,ssd,17958.33
ext3,2048,256,none,noatime,writeback,none,noop,sata,16252.33
ext3,2048,256,none,noatime,writeback,none,cfq,sas,17563
ext3,2048,256,none,noatime,writeback,none,cfq,500sas,16118.33
ext3,2048,256,none,noatime,writeback,none,cfq,ssd,17745
ext3,2048,256,none,noatime,writeback,none,cfq,sata,16385.67
ext3,2048,256,none,noatime,writeback,none,deadline,sas,17751
ext3,2048,256,none,noatime,writeback,none,deadline,500sas,16538.33
ext3,2048,256,none,noatime,writeback,none,deadline,ssd,18012
ext3,2048,256,none,noatime,writeback,none,deadline,sata,16238.67
ext3,2048,256,2,none,none,none,noop,sas,15051
ext3,2048,256,2,none,none,none,noop,500sas,10236
ext3,2048,256,2,none,none,none,noop,ssd,17133.33
ext3,2048,256,2,none,none,none,noop,sata,8720
ext3,2048,256,2,none,none,none,cfq,sas,14919
ext3,2048,256,2,none,none,none,cfq,500sas,10053.67
ext3,2048,256,2,none,none,none,cfq,ssd,17027.67
ext3,2048,256,2,none,none,none,cfq,sata,8863.33
ext3,2048,256,2,none,none,none,deadline,sas,14980.67
ext3,2048,256,2,none,none,none,deadline,500sas,10277.33
ext3,2048,256,2,none,none,none,deadline,ssd,17217
ext3,2048,256,2,none,none,none,deadline,sata,8492.33
ext3,2048,256,2,none,journal,none,noop,sas,13574.33
ext3,2048,256,2,none,journal,none,noop,500sas,6221.67
ext3,2048,256,2,none,journal,none,noop,ssd,16667.33
ext3,2048,256,2,none,journal,none,noop,sata,7199
ext3,2048,256,2,none,journal,none,cfq,sas,13377.33
ext3,2048,256,2,none,journal,none,cfq,500sas,6017.33
ext3,2048,256,2,none,journal,none,cfq,ssd,16193
ext3,2048,256,2,none,journal,none,cfq,sata,7323.67
ext3,2048,256,2,none,journal,none,deadline,sas,13773.33
ext3,2048,256,2,none,journal,none,deadline,500sas,6164.67
ext3,2048,256,2,none,journal,none,deadline,ssd,16625.33
ext3,2048,256,2,none,journal,none,deadline,sata,7438.33
ext3,2048,256,2,none,ordered,none,noop,sas,14971.33
ext3,2048,256,2,none,ordered,none,noop,500sas,10268.67
ext3,2048,256,2,none,ordered,none,noop,ssd,17121.33
ext3,2048,256,2,none,ordered,none,noop,sata,8578.67
ext3,2048,256,2,none,ordered,none,cfq,sas,14874.33
ext3,2048,256,2,none,ordered,none,cfq,500sas,10152.33
ext3,2048,256,2,none,ordered,none,cfq,ssd,16990.67
ext3,2048,256,2,none,ordered,none,cfq,sata,8829.33
ext3,2048,256,2,none,ordered,none,deadline,sas,14938.67
ext3,2048,256,2,none,ordered,none,deadline,500sas,10183.33
ext3,2048,256,2,none,ordered,none,deadline,ssd,17157.67
ext3,2048,256,2,none,ordered,none,deadline,sata,8677.67
ext3,2048,256,2,none,writeback,none,noop,sas,15703.33
ext3,2048,256,2,none,writeback,none,noop,500sas,10657.33
ext3,2048,256,2,none,writeback,none,noop,ssd,17572.33
ext3,2048,256,2,none,writeback,none,noop,sata,8900
ext3,2048,256,2,none,writeback,none,cfq,sas,15564.67
ext3,2048,256,2,none,writeback,none,cfq,500sas,10427.67
ext3,2048,256,2,none,writeback,none,cfq,ssd,17327
ext3,2048,256,2,none,writeback,none,cfq,sata,8741
ext3,2048,256,2,none,writeback,none,deadline,sas,15906.33
ext3,2048,256,2,none,writeback,none,deadline,500sas,10544.33
ext3,2048,256,2,none,writeback,none,deadline,ssd,17570.33
ext3,2048,256,2,none,writeback,none,deadline,sata,8614
ext3,2048,256,2,noatime,none,none,noop,sas,15075
ext3,2048,256,2,noatime,none,none,noop,500sas,10467.67
ext3,2048,256,2,noatime,none,none,noop,ssd,17164.33
ext3,2048,256,2,noatime,none,none,noop,sata,8895.33
ext3,2048,256,2,noatime,none,none,cfq,sas,15013.33
ext3,2048,256,2,noatime,none,none,cfq,500sas,10344.67
ext3,2048,256,2,noatime,none,none,cfq,ssd,17107
ext3,2048,256,2,noatime,none,none,cfq,sata,8851.33
ext3,2048,256,2,noatime,none,none,deadline,sas,15086
ext3,2048,256,2,noatime,none,none,deadline,500sas,10124
ext3,2048,256,2,noatime,none,none,deadline,ssd,17207.33
ext3,2048,256,2,noatime,none,none,deadline,sata,8818.67
ext3,2048,256,2,noatime,journal,none,noop,sas,14106.33
ext3,2048,256,2,noatime,journal,none,noop,500sas,6320.33
ext3,2048,256,2,noatime,journal,none,noop,ssd,16788
ext3,2048,256,2,noatime,journal,none,noop,sata,7665.67
ext3,2048,256,2,noatime,journal,none,cfq,sas,13641.67
ext3,2048,256,2,noatime,journal,none,cfq,500sas,6270.33
ext3,2048,256,2,noatime,journal,none,cfq,ssd,16370.33
ext3,2048,256,2,noatime,journal,none,cfq,sata,7590.67
ext3,2048,256,2,noatime,journal,none,deadline,sas,14224
ext3,2048,256,2,noatime,journal,none,deadline,500sas,6302.67
ext3,2048,256,2,noatime,journal,none,deadline,ssd,16829
ext3,2048,256,2,noatime,journal,none,deadline,sata,7702
ext3,2048,256,2,noatime,ordered,none,noop,sas,15109.33
ext3,2048,256,2,noatime,ordered,none,noop,500sas,10365.67
ext3,2048,256,2,noatime,ordered,none,noop,ssd,17223.33
ext3,2048,256,2,noatime,ordered,none,noop,sata,8674.67
ext3,2048,256,2,noatime,ordered,none,cfq,sas,15093
ext3,2048,256,2,noatime,ordered,none,cfq,500sas,10419.67
ext3,2048,256,2,noatime,ordered,none,cfq,ssd,17126.33
ext3,2048,256,2,noatime,ordered,none,cfq,sata,9045
ext3,2048,256,2,noatime,ordered,none,deadline,sas,15062.33
ext3,2048,256,2,noatime,ordered,none,deadline,500sas,10258.67
ext3,2048,256,2,noatime,ordered,none,deadline,ssd,17174.67
ext3,2048,256,2,noatime,ordered,none,deadline,sata,8796.33
ext3,2048,256,2,noatime,writeback,none,noop,sas,15742
ext3,2048,256,2,noatime,writeback,none,noop,500sas,10574.67
ext3,2048,256,2,noatime,writeback,none,noop,ssd,17612
ext3,2048,256,2,noatime,writeback,none,noop,sata,8750.33
ext3,2048,256,2,noatime,writeback,none,cfq,sas,15696.67
ext3,2048,256,2,noatime,writeback,none,cfq,500sas,10650
ext3,2048,256,2,noatime,writeback,none,cfq,ssd,17361.33
ext3,2048,256,2,noatime,writeback,none,cfq,sata,9070
ext3,2048,256,2,noatime,writeback,none,deadline,sas,15786.67
ext3,2048,256,2,noatime,writeback,none,deadline,500sas,10641.33
ext3,2048,256,2,noatime,writeback,none,deadline,ssd,17617.33
ext3,2048,256,2,noatime,writeback,none,deadline,sata,8721.33
ext3,2048,256,4,none,none,none,noop,sas,16049
ext3,2048,256,4,none,none,none,noop,500sas,11595
ext3,2048,256,4,none,none,none,noop,ssd,17430.33
ext3,2048,256,4,none,none,none,noop,sata,10570.67
ext3,2048,256,4,none,none,none,cfq,sas,16085.33
ext3,2048,256,4,none,none,none,cfq,500sas,11706.33
ext3,2048,256,4,none,none,none,cfq,ssd,17282.33
ext3,2048,256,4,none,none,none,cfq,sata,10421
ext3,2048,256,4,none,none,none,deadline,sas,15984.33
ext3,2048,256,4,none,none,none,deadline,500sas,11896.33
ext3,2048,256,4,none,none,none,deadline,ssd,17389
ext3,2048,256,4,none,none,none,deadline,sata,10401
ext3,2048,256,4,none,journal,none,noop,sas,14833
ext3,2048,256,4,none,journal,none,noop,500sas,7101
ext3,2048,256,4,none,journal,none,noop,ssd,16887
ext3,2048,256,4,none,journal,none,noop,sata,9345
ext3,2048,256,4,none,journal,none,cfq,sas,14682.67
ext3,2048,256,4,none,journal,none,cfq,500sas,6839
ext3,2048,256,4,none,journal,none,cfq,ssd,16503.67
ext3,2048,256,4,none,journal,none,cfq,sata,9266.33
ext3,2048,256,4,none,journal,none,deadline,sas,14627
ext3,2048,256,4,none,journal,none,deadline,500sas,6670
ext3,2048,256,4,none,journal,none,deadline,ssd,16848.67
ext3,2048,256,4,none,journal,none,deadline,sata,9246.33
ext3,2048,256,4,none,ordered,none,noop,sas,15946.67
ext3,2048,256,4,none,ordered,none,noop,500sas,11822
ext3,2048,256,4,none,ordered,none,noop,ssd,17368.67
ext3,2048,256,4,none,ordered,none,noop,sata,10168.67
ext3,2048,256,4,none,ordered,none,cfq,sas,16153.33
ext3,2048,256,4,none,ordered,none,cfq,500sas,11844.33
ext3,2048,256,4,none,ordered,none,cfq,ssd,17270.33
ext3,2048,256,4,none,ordered,none,cfq,sata,10539.33
ext3,2048,256,4,none,ordered,none,deadline,sas,15973.67
ext3,2048,256,4,none,ordered,none,deadline,500sas,11897
ext3,2048,256,4,none,ordered,none,deadline,ssd,17350
ext3,2048,256,4,none,ordered,none,deadline,sata,10382.33
ext3,2048,256,4,none,writeback,none,noop,sas,16949.67
ext3,2048,256,4,none,writeback,none,noop,500sas,12389.33
ext3,2048,256,4,none,writeback,none,noop,ssd,17843.33
ext3,2048,256,4,none,writeback,none,noop,sata,11317.33
ext3,2048,256,4,none,writeback,none,cfq,sas,16812.33
ext3,2048,256,4,none,writeback,none,cfq,500sas,12439.67
ext3,2048,256,4,none,writeback,none,cfq,ssd,17588.67
ext3,2048,256,4,none,writeback,none,cfq,sata,11295
ext3,2048,256,4,none,writeback,none,deadline,sas,16936.33
ext3,2048,256,4,none,writeback,none,deadline,500sas,12612.67
ext3,2048,256,4,none,writeback,none,deadline,ssd,17832.67
ext3,2048,256,4,none,writeback,none,deadline,sata,11229.33
ext3,2048,256,4,noatime,none,none,noop,sas,16092.33
ext3,2048,256,4,noatime,none,none,noop,500sas,11857
ext3,2048,256,4,noatime,none,none,noop,ssd,17409.33
ext3,2048,256,4,noatime,none,none,noop,sata,10337
ext3,2048,256,4,noatime,none,none,cfq,sas,16068
ext3,2048,256,4,noatime,none,none,cfq,500sas,11915.67
ext3,2048,256,4,noatime,none,none,cfq,ssd,17319.33
ext3,2048,256,4,noatime,none,none,cfq,sata,10475.33
ext3,2048,256,4,noatime,none,none,deadline,sas,16094
ext3,2048,256,4,noatime,none,none,deadline,500sas,12155.67
ext3,2048,256,4,noatime,none,none,deadline,ssd,17426
ext3,2048,256,4,noatime,none,none,deadline,sata,10586.33
ext3,2048,256,4,noatime,journal,none,noop,sas,15211
ext3,2048,256,4,noatime,journal,none,noop,500sas,7541.33
ext3,2048,256,4,noatime,journal,none,noop,ssd,16979.67
ext3,2048,256,4,noatime,journal,none,noop,sata,9408.67
ext3,2048,256,4,noatime,journal,none,cfq,sas,15034.33
ext3,2048,256,4,noatime,journal,none,cfq,500sas,6879.33
ext3,2048,256,4,noatime,journal,none,cfq,ssd,16682
ext3,2048,256,4,noatime,journal,none,cfq,sata,9811.67
ext3,2048,256,4,noatime,journal,none,deadline,sas,15053
ext3,2048,256,4,noatime,journal,none,deadline,500sas,7103.33
ext3,2048,256,4,noatime,journal,none,deadline,ssd,17035.67
ext3,2048,256,4,noatime,journal,none,deadline,sata,9442.67
ext3,2048,256,4,noatime,ordered,none,noop,sas,16123
ext3,2048,256,4,noatime,ordered,none,noop,500sas,11843
ext3,2048,256,4,noatime,ordered,none,noop,ssd,17401.67
ext3,2048,256,4,noatime,ordered,none,noop,sata,10458.67
ext3,2048,256,4,noatime,ordered,none,cfq,sas,16128.67
ext3,2048,256,4,noatime,ordered,none,cfq,500sas,11815
ext3,2048,256,4,noatime,ordered,none,cfq,ssd,17295.67
ext3,2048,256,4,noatime,ordered,none,cfq,sata,10662
ext3,2048,256,4,noatime,ordered,none,deadline,sas,16112.33
ext3,2048,256,4,noatime,ordered,none,deadline,500sas,11807
ext3,2048,256,4,noatime,ordered,none,deadline,ssd,17391
ext3,2048,256,4,noatime,ordered,none,deadline,sata,10381
ext3,2048,256,4,noatime,writeback,none,noop,sas,16978.67
ext3,2048,256,4,noatime,writeback,none,noop,500sas,12664
ext3,2048,256,4,noatime,writeback,none,noop,ssd,17842.67
ext3,2048,256,4,noatime,writeback,none,noop,sata,10978
ext3,2048,256,4,noatime,writeback,none,cfq,sas,16855.33
ext3,2048,256,4,noatime,writeback,none,cfq,500sas,12490
ext3,2048,256,4,noatime,writeback,none,cfq,ssd,17563.67
ext3,2048,256,4,noatime,writeback,none,cfq,sata,11116.67
ext3,2048,256,4,noatime,writeback,none,deadline,sas,16945.33
ext3,2048,256,4,noatime,writeback,none,deadline,500sas,12584.33
ext3,2048,256,4,noatime,writeback,none,deadline,ssd,17864.33
ext3,2048,256,4,noatime,writeback,none,deadline,sata,11065
ext3,2048,256,8,none,none,none,noop,sas,16856
ext3,2048,256,8,none,none,none,noop,500sas,13752.67
ext3,2048,256,8,none,none,none,noop,ssd,17582
ext3,2048,256,8,none,none,none,noop,sata,13480.33
ext3,2048,256,8,none,none,none,cfq,sas,16691.67
ext3,2048,256,8,none,none,none,cfq,500sas,13724
ext3,2048,256,8,none,none,none,cfq,ssd,17472.67
ext3,2048,256,8,none,none,none,cfq,sata,13714
ext3,2048,256,8,none,none,none,deadline,sas,16740.67
ext3,2048,256,8,none,none,none,deadline,500sas,13595
ext3,2048,256,8,none,none,none,deadline,ssd,17573.67
ext3,2048,256,8,none,none,none,deadline,sata,13237
ext3,2048,256,8,none,journal,none,noop,sas,16099.33
ext3,2048,256,8,none,journal,none,noop,500sas,9869.33
ext3,2048,256,8,none,journal,none,noop,ssd,17082.67
ext3,2048,256,8,none,journal,none,noop,sata,13141
ext3,2048,256,8,none,journal,none,cfq,sas,15996.67
ext3,2048,256,8,none,journal,none,cfq,500sas,10191
ext3,2048,256,8,none,journal,none,cfq,ssd,16796.67
ext3,2048,256,8,none,journal,none,cfq,sata,13048
ext3,2048,256,8,none,journal,none,deadline,sas,16066.33
ext3,2048,256,8,none,journal,none,deadline,500sas,10667.67
ext3,2048,256,8,none,journal,none,deadline,ssd,16994.67
ext3,2048,256,8,none,journal,none,deadline,sata,12915.67
ext3,2048,256,8,none,ordered,none,noop,sas,16678.67
ext3,2048,256,8,none,ordered,none,noop,500sas,13572.67
ext3,2048,256,8,none,ordered,none,noop,ssd,17534.33
ext3,2048,256,8,none,ordered,none,noop,sata,13375
ext3,2048,256,8,none,ordered,none,cfq,sas,16685
ext3,2048,256,8,none,ordered,none,cfq,500sas,13853.67
ext3,2048,256,8,none,ordered,none,cfq,ssd,17524.33
ext3,2048,256,8,none,ordered,none,cfq,sata,14092.33
ext3,2048,256,8,none,ordered,none,deadline,sas,16779
ext3,2048,256,8,none,ordered,none,deadline,500sas,13651.33
ext3,2048,256,8,none,ordered,none,deadline,ssd,17614
ext3,2048,256,8,none,ordered,none,deadline,sata,13137
ext3,2048,256,8,none,writeback,none,noop,sas,17661.33
ext3,2048,256,8,none,writeback,none,noop,500sas,15833
ext3,2048,256,8,none,writeback,none,noop,ssd,18009.67
ext3,2048,256,8,none,writeback,none,noop,sata,15182
ext3,2048,256,8,none,writeback,none,cfq,sas,17412.33
ext3,2048,256,8,none,writeback,none,cfq,500sas,15670.33
ext3,2048,256,8,none,writeback,none,cfq,ssd,17712
ext3,2048,256,8,none,writeback,none,cfq,sata,15922
ext3,2048,256,8,none,writeback,none,deadline,sas,17634
ext3,2048,256,8,none,writeback,none,deadline,500sas,15586.67
ext3,2048,256,8,none,writeback,none,deadline,ssd,17996
ext3,2048,256,8,none,writeback,none,deadline,sata,15211.67
ext3,2048,256,8,noatime,none,none,noop,sas,16707.67
ext3,2048,256,8,noatime,none,none,noop,500sas,14011.67
ext3,2048,256,8,noatime,none,none,noop,ssd,17641.67
ext3,2048,256,8,noatime,none,none,noop,sata,13750
ext3,2048,256,8,noatime,none,none,cfq,sas,16767.33
ext3,2048,256,8,noatime,none,none,cfq,500sas,13895
ext3,2048,256,8,noatime,none,none,cfq,ssd,17508.33
ext3,2048,256,8,noatime,none,none,cfq,sata,13997.67
ext3,2048,256,8,noatime,none,none,deadline,sas,16813.33
ext3,2048,256,8,noatime,none,none,deadline,500sas,13680.67
ext3,2048,256,8,noatime,none,none,deadline,ssd,17617.33
ext3,2048,256,8,noatime,none,none,deadline,sata,13489.67
ext3,2048,256,8,noatime,journal,none,noop,sas,16560.67
ext3,2048,256,8,noatime,journal,none,noop,500sas,11544.33
ext3,2048,256,8,noatime,journal,none,noop,ssd,17193.67
ext3,2048,256,8,noatime,journal,none,noop,sata,13605.33
ext3,2048,256,8,noatime,journal,none,cfq,sas,16303
ext3,2048,256,8,noatime,journal,none,cfq,500sas,11268.33
ext3,2048,256,8,noatime,journal,none,cfq,ssd,16919.67
ext3,2048,256,8,noatime,journal,none,cfq,sata,13964
ext3,2048,256,8,noatime,journal,none,deadline,sas,16499.33
ext3,2048,256,8,noatime,journal,none,deadline,500sas,10647.67
