Workload,FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
File,ext3,4096,none,2,none,ordered,none,deadline,sata,338.0
File,ext3,1024,none,4,none,journal,none,noop,sata,338.0
File,ext3,1024,1024,4,noatime,none,none,cfq,sata,338.0
File,ext3,2048,2048,16,none,journal,none,noop,sata,338.33
File,ext3,4096,1024,4,none,none,none,deadline,sata,338.33
File,ext3,4096,1024,16,none,journal,none,noop,sata,338.33
File,ext3,4096,2048,16,none,journal,none,noop,sata,338.33
File,ext3,1024,256,4,none,ordered,none,noop,sata,338.67
File,ext3,1024,512,4,none,journal,none,cfq,sata,338.67
File,ext3,2048,1024,2,none,none,none,cfq,sata,338.67
File,ext3,4096,2048,4,noatime,none,none,deadline,sata,338.67
File,ext3,1024,none,4,noatime,none,none,deadline,sata,338.75
File,ext3,1024,512,none,none,journal,none,cfq,sata,339.0
File,ext3,4096,128,4,noatime,journal,none,cfq,sata,339.0
File,ext3,4096,256,16,none,journal,none,noop,sata,339.0
File,ext3,4096,512,2,none,ordered,none,deadline,sata,339.0
File,ext3,1024,1024,2,noatime,journal,none,noop,500sas,339.33
File,ext3,1024,512,8,noatime,journal,none,deadline,sata,339.67
File,ext3,1024,1024,2,noatime,journal,none,cfq,500sas,340.0
File,ext3,4096,none,16,noatime,journal,none,deadline,sata,340.0
File,ext3,1024,256,8,none,journal,none,cfq,sata,340.33
File,ext3,4096,128,8,noatime,journal,none,cfq,sata,340.67
File,ext3,2048,1024,2,noatime,ordered,none,cfq,sata,341.33
File,ext3,4096,512,8,noatime,journal,none,cfq,sata,341.33
File,ext3,4096,2048,32,noatime,journal,none,cfq,sata,341.67
File,ext3,1024,512,4,none,ordered,none,deadline,sata,342.0
File,ext3,4096,1024,4,none,ordered,none,deadline,sata,342.0
File,ext3,4096,2048,none,noatime,journal,none,cfq,sata,342.0
File,ext3,4096,128,2,none,none,none,deadline,sata,342.0
File,ext3,1024,128,4,none,ordered,none,noop,sata,342.25
File,ext3,1024,128,4,noatime,journal,none,cfq,sata,342.25
File,ext3,4096,2048,4,noatime,none,none,noop,sata,342.33
File,ext3,2048,256,4,noatime,journal,none,noop,sata,342.33
File,ext3,4096,256,16,noatime,journal,none,deadline,sata,342.33
File,ext3,4096,2048,4,noatime,ordered,none,deadline,sata,342.33
File,ext3,4096,128,16,noatime,journal,none,deadline,sata,342.33
File,ext3,4096,4096,8,noatime,ordered,none,noop,sata,342.67
File,ext3,2048,2048,2,none,none,none,cfq,sata,343.0
File,ext3,2048,128,4,none,journal,none,deadline,sata,343.0
File,ext3,2048,2048,8,noatime,journal,none,deadline,sata,343.0
File,ext3,2048,2048,none,noatime,journal,none,noop,sata,343.0
File,ext3,2048,2048,8,none,journal,none,cfq,sata,343.0
File,ext3,1024,512,4,noatime,ordered,none,cfq,sata,343.33
File,ext3,4096,4096,32,none,journal,none,noop,sata,343.33
File,ext3,2048,1024,2,none,ordered,none,noop,sata,343.33
File,ext3,2048,1024,4,noatime,none,none,cfq,sata,343.33
File,ext3,1024,512,2,noatime,journal,none,cfq,500sas,343.67
File,ext3,4096,1024,2,noatime,ordered,none,noop,sata,343.67
File,ext3,2048,512,8,none,journal,none,cfq,sata,344.0
File,ext3,4096,1024,none,none,journal,none,deadline,sata,344.0
File,ext3,4096,2048,none,none,journal,none,cfq,sata,344.0
File,ext3,4096,128,2,noatime,ordered,none,noop,sata,344.0
File,ext3,4096,4096,32,noatime,journal,none,deadline,sata,344.33
File,ext3,4096,256,16,noatime,journal,none,cfq,sata,344.33
File,ext3,4096,1024,4,noatime,none,none,deadline,sata,344.33
File,ext3,4096,256,16,none,journal,none,deadline,sata,344.33
File,ext3,4096,512,2,none,none,none,noop,sata,344.33
File,ext3,1024,256,4,noatime,ordered,none,cfq,sata,344.33
File,ext3,1024,512,4,none,ordered,none,cfq,sata,344.33
File,ext3,2048,none,4,noatime,journal,none,cfq,sata,344.33
File,ext3,4096,1024,16,noatime,journal,none,cfq,sata,344.67
File,ext3,1024,1024,2,none,journal,none,deadline,500sas,344.67
File,ext3,2048,2048,16,noatime,journal,none,cfq,sata,344.67
File,ext3,2048,1024,4,none,none,none,cfq,sata,344.67
File,ext3,4096,1024,none,noatime,journal,none,deadline,sata,344.67
File,ext3,4096,none,8,none,journal,none,noop,sata,344.67
File,ext3,1024,none,4,noatime,journal,none,noop,sata,344.75
File,ext3,4096,1024,16,none,journal,none,deadline,sata,345.0
File,ext3,4096,512,16,noatime,journal,none,deadline,sata,345.0
File,ext3,2048,512,4,noatime,journal,none,deadline,sata,345.0
File,ext3,4096,2048,32,noatime,journal,none,deadline,sata,345.67
File,ext3,4096,none,16,noatime,journal,none,noop,sata,345.67
File,ext3,1024,256,2,none,writeback,none,noop,sata,345.67
File,ext3,1024,none,4,noatime,ordered,none,cfq,sata,345.75
File,ext3,4096,512,2,none,ordered,none,noop,sata,346.0
File,ext3,1024,512,4,noatime,ordered,none,deadline,sata,346.0
File,ext3,1024,none,4,none,ordered,none,noop,sata,346.0
File,ext3,1024,none,4,noatime,journal,none,deadline,sata,346.0
File,ext3,1024,256,4,none,none,none,cfq,sata,346.0
File,ext3,4096,1024,16,none,journal,none,cfq,sata,346.0
File,ext3,1024,none,2,noatime,writeback,none,deadline,sata,346.0
File,ext3,1024,1024,8,noatime,journal,none,noop,sata,346.33
File,ext3,4096,1024,4,noatime,ordered,none,deadline,sata,346.33
File,ext3,2048,128,4,noatime,journal,none,noop,sata,346.67
File,ext3,4096,512,2,noatime,none,none,noop,sata,346.67
File,ext3,1024,512,4,none,none,none,noop,sata,346.88
File,ext3,1024,512,4,none,ordered,none,noop,sata,347.0
File,ext3,1024,128,4,noatime,ordered,none,deadline,sata,347.0
File,ext3,2048,256,8,none,journal,none,cfq,sata,347.33
File,ext3,4096,1024,16,noatime,journal,none,deadline,sata,347.67
File,ext3,4096,1024,16,noatime,journal,none,noop,sata,347.67
File,ext3,2048,2048,16,noatime,journal,none,noop,sata,347.67
File,ext3,1024,none,none,noatime,journal,none,deadline,sata,347.75
File,ext3,1024,1024,none,noatime,journal,none,noop,sata,348.0
File,ext3,4096,1024,none,noatime,journal,none,cfq,sata,348.0
File,ext3,2048,2048,8,noatime,journal,none,noop,sata,348.0
File,ext3,1024,512,none,noatime,journal,none,noop,sata,348.0
File,ext3,4096,512,16,noatime,journal,none,cfq,sata,348.0
File,ext3,1024,1024,4,noatime,journal,none,deadline,500sas,348.0
File,ext3,1024,256,4,noatime,none,none,cfq,sata,348.33
File,ext3,4096,1024,8,noatime,journal,none,cfq,sata,348.33
File,ext3,2048,2048,2,noatime,ordered,none,cfq,sata,348.33
File,ext3,4096,512,2,noatime,ordered,none,noop,sata,348.67
File,ext3,2048,1024,2,noatime,none,none,cfq,sata,348.67
File,ext3,4096,1024,32,none,journal,none,noop,sata,349.0
File,ext3,1024,1024,2,none,journal,none,cfq,500sas,349.0
File,ext3,2048,2048,8,none,journal,none,noop,sata,349.33
File,ext3,2048,1024,8,none,journal,none,noop,sata,349.33
File,ext3,1024,512,4,none,none,none,cfq,sata,349.33
File,ext3,4096,2048,none,noatime,journal,none,deadline,sata,349.33
File,ext3,1024,256,2,none,journal,none,noop,500sas,349.33
File,ext3,2048,2048,16,noatime,journal,none,deadline,sata,349.67
File,ext3,2048,1024,4,noatime,none,none,deadline,sata,349.67
File,ext3,2048,256,4,none,journal,none,deadline,sata,350.0
File,ext3,2048,128,4,none,journal,none,noop,sata,350.0
File,ext3,1024,256,none,none,journal,none,deadline,sata,350.0
File,ext3,2048,1024,4,none,ordered,none,cfq,sata,350.33
File,ext3,1024,256,4,noatime,none,none,noop,sata,350.33
File,ext3,4096,1024,2,noatime,ordered,none,cfq,sata,350.38
File,ext3,1024,none,none,noatime,journal,none,cfq,sata,350.5
File,ext3,1024,512,2,noatime,journal,none,noop,500sas,350.67
File,ext3,2048,2048,8,none,journal,none,deadline,sata,350.67
File,ext3,4096,1024,2,none,ordered,none,noop,sata,351.0
File,ext3,2048,128,4,none,journal,none,cfq,sata,351.67
File,ext3,1024,512,8,noatime,journal,none,noop,sata,352.0
File,ext3,2048,none,8,noatime,journal,none,noop,sata,352.0
File,ext3,4096,1024,none,noatime,journal,none,noop,sata,352.0
File,ext3,4096,128,16,none,journal,none,deadline,sata,352.33
File,ext3,1024,1024,8,none,ordered,none,deadline,sata,352.33
File,ext3,4096,512,2,none,none,none,deadline,sata,352.33
File,ext3,1024,512,2,noatime,journal,none,deadline,500sas,352.33
File,ext3,2048,2048,2,none,ordered,none,cfq,sata,352.33
File,ext3,1024,128,2,none,writeback,none,noop,sata,352.4
File,ext3,2048,256,8,none,journal,none,noop,sata,352.67
File,ext3,4096,2048,4,none,ordered,none,noop,sata,352.67
File,ext3,1024,256,none,noatime,journal,none,cfq,sata,353.0
File,ext3,4096,1024,32,noatime,journal,none,deadline,sata,353.0
File,ext3,4096,1024,4,noatime,ordered,none,noop,sata,353.0
File,ext3,2048,512,2,none,ordered,none,deadline,sata,353.0
File,ext3,2048,2048,none,noatime,journal,none,cfq,sata,353.0
File,ext3,2048,128,8,noatime,journal,none,cfq,sata,353.0
File,ext3,1024,128,4,none,journal,none,deadline,sata,353.25
File,ext3,2048,none,none,none,journal,none,cfq,sata,353.33
File,ext3,4096,128,8,none,journal,none,cfq,sata,353.33
File,ext3,4096,512,16,none,journal,none,noop,sata,353.33
File,ext3,1024,none,none,none,journal,none,deadline,sata,353.5
File,ext3,4096,128,16,noatime,journal,none,noop,sata,353.67
File,ext3,2048,128,8,none,journal,none,cfq,sata,354.0
File,ext3,4096,1024,4,noatime,none,none,noop,sata,354.0
File,ext3,1024,128,4,noatime,journal,none,noop,sata,354.0
File,ext3,1024,128,4,none,journal,none,noop,sata,354.0
File,ext3,4096,none,16,none,journal,none,deadline,sata,354.33
File,ext3,4096,256,2,none,none,none,deadline,sata,354.33
File,ext3,2048,128,2,none,ordered,none,deadline,sata,354.33
File,ext3,2048,512,8,noatime,journal,none,noop,sata,354.33
File,ext3,4096,128,16,none,journal,none,noop,sata,354.67
File,ext3,1024,128,none,none,journal,none,noop,sata,355.0
File,ext3,1024,none,2,noatime,writeback,none,noop,sata,355.0
File,ext3,4096,none,none,noatime,journal,none,noop,sata,355.0
File,ext3,2048,1024,4,none,ordered,none,deadline,sata,355.0
File,ext3,4096,256,32,none,journal,none,noop,sata,355.33
File,ext3,4096,256,32,noatime,journal,none,deadline,sata,355.33
File,ext3,2048,2048,none,none,journal,none,noop,sata,355.33
File,ext3,4096,1024,2,none,ordered,none,deadline,sata,355.33
File,ext3,4096,512,32,none,journal,none,cfq,sata,355.67
File,ext3,1024,none,4,noatime,ordered,none,noop,sata,355.75
File,ext3,1024,1024,8,noatime,journal,none,cfq,sata,356.0
File,ext3,4096,256,2,none,ordered,none,noop,sata,356.0
File,ext3,2048,none,4,noatime,journal,none,noop,sata,356.0
File,ext3,1024,1024,2,noatime,ordered,none,noop,500sas,356.0
File,ext3,4096,none,none,noatime,journal,none,deadline,sata,356.33
File,ext3,2048,1024,2,noatime,none,none,deadline,sata,356.33
File,ext3,2048,2048,2,none,ordered,none,noop,sata,356.67
File,ext3,4096,128,16,noatime,journal,none,cfq,sata,356.67
File,ext3,2048,512,none,noatime,journal,none,deadline,sata,356.67
File,ext3,4096,4096,8,none,ordered,none,noop,sata,357.0
File,ext3,1024,256,8,noatime,journal,none,noop,sata,357.0
File,ext3,1024,none,8,none,journal,none,noop,sata,357.11
File,ext3,1024,128,4,none,ordered,none,deadline,sata,357.33
File,ext3,1024,512,2,none,journal,none,deadline,500sas,357.67
File,ext3,1024,512,4,noatime,none,none,cfq,sata,357.67
File,ext3,4096,2048,32,noatime,journal,none,noop,sata,357.67
File,ext3,1024,512,none,none,journal,none,noop,sata,357.67
File,ext3,4096,128,32,noatime,journal,none,deadline,sata,357.67
File,ext3,4096,4096,8,none,none,none,noop,sata,357.75
File,ext3,2048,1024,2,noatime,none,none,noop,sata,358.0
File,ext3,2048,1024,16,noatime,journal,none,cfq,sata,358.0
File,ext3,4096,256,16,noatime,journal,none,noop,sata,358.0
File,ext3,4096,4096,8,noatime,none,none,noop,sata,358.0
File,ext3,4096,128,32,none,journal,none,noop,sata,358.33
File,ext3,2048,1024,16,none,journal,none,noop,sata,358.33
File,ext3,2048,512,4,none,journal,none,deadline,sata,358.33
File,ext3,2048,none,2,noatime,none,none,noop,sata,358.33
File,ext2,1024,256,2,noatime,none,none,deadline,sata,358.38
File,ext3,4096,none,16,none,journal,none,noop,sata,358.67
File,ext3,1024,512,8,noatime,ordered,none,deadline,sata,359.0
File,ext3,1024,1024,4,noatime,journal,none,cfq,500sas,359.33
File,ext3,2048,none,16,noatime,journal,none,cfq,sata,359.67
File,ext3,4096,2048,32,none,journal,none,deadline,sata,359.67
File,ext3,2048,none,8,none,journal,none,noop,sata,359.67
File,ext3,1024,128,none,none,journal,none,cfq,sata,359.75
File,ext3,4096,2048,none,noatime,journal,none,noop,sata,360.0
File,ext3,1024,128,4,none,none,none,deadline,sata,360.22
File,ext3,1024,128,8,noatime,journal,none,cfq,sata,360.33
File,ext3,4096,1024,none,none,journal,none,cfq,sata,360.67
File,ext3,4096,1024,32,noatime,journal,none,cfq,sata,360.67
File,ext3,4096,2048,8,none,none,none,deadline,sata,360.67
File,ext3,2048,1024,2,noatime,ordered,none,deadline,sata,361.0
File,ext3,2048,256,8,noatime,journal,none,cfq,sata,361.0
File,ext3,1024,512,2,none,journal,none,noop,500sas,361.33
File,ext3,1024,none,8,noatime,journal,none,noop,sata,361.5
File,ext3,1024,128,none,noatime,journal,none,noop,sata,361.5
File,ext3,2048,256,2,none,ordered,none,deadline,sata,362.0
File,ext3,2048,256,8,noatime,journal,none,noop,sata,362.0
File,ext3,4096,512,none,noatime,journal,none,noop,sata,362.0
File,ext3,4096,512,none,noatime,journal,none,deadline,sata,362.0
File,ext3,4096,256,32,noatime,journal,none,cfq,sata,362.33
File,ext3,1024,512,8,noatime,journal,none,cfq,sata,362.33
File,ext3,4096,none,32,none,journal,none,noop,sata,362.33
File,ext3,2048,none,4,none,journal,none,cfq,sata,362.33
File,ext3,1024,256,4,none,ordered,none,deadline,sata,362.5
File,ext3,1024,none,8,none,journal,none,cfq,sata,362.56
File,ext3,4096,2048,4,none,none,none,cfq,sata,362.67
File,ext3,2048,none,8,noatime,journal,none,deadline,sata,362.67
File,ext3,2048,256,4,noatime,journal,none,deadline,sata,362.67
File,ext2,1024,none,2,none,none,none,noop,sata,362.89
File,ext3,4096,none,none,none,journal,none,noop,sata,363.0
File,ext3,4096,none,none,none,journal,none,cfq,sata,363.0
File,ext3,2048,512,16,none,journal,none,noop,sata,363.0
File,ext2,1024,256,2,noatime,none,none,noop,sata,363.11
File,ext3,1024,256,4,none,ordered,none,cfq,sata,363.33
File,ext3,2048,128,8,none,journal,none,noop,sata,363.33
File,ext3,4096,256,2,noatime,none,none,noop,sata,363.33
File,ext3,1024,none,4,none,none,none,noop,sata,363.5
File,ext3,2048,512,2,noatime,none,none,noop,sata,363.67
File,ext3,4096,none,none,noatime,journal,none,cfq,sata,363.67
File,ext3,1024,none,2,noatime,journal,none,deadline,500sas,363.75
File,ext3,2048,256,16,noatime,journal,none,deadline,sata,364.0
File,ext3,2048,512,none,none,journal,none,cfq,sata,364.0
File,ext3,1024,none,4,noatime,none,none,noop,sata,364.22
File,ext3,2048,512,8,none,journal,none,noop,sata,364.33
File,ext3,4096,128,none,none,journal,none,noop,sata,364.33
File,ext3,2048,none,4,noatime,journal,none,deadline,sata,364.33
File,ext2,1024,128,2,noatime,none,none,deadline,sata,364.62
File,ext3,1024,1024,none,noatime,ordered,none,noop,sata,364.67
File,ext3,1024,1024,none,none,journal,none,noop,sata,364.67
File,ext3,2048,none,8,none,journal,none,cfq,sata,364.67
File,ext3,4096,2048,8,none,none,none,noop,sata,364.67
File,ext3,2048,256,8,none,journal,none,deadline,sata,365.0
File,ext3,2048,1024,none,none,none,none,noop,sata,365.0
File,ext3,4096,none,2,none,none,none,deadline,sata,365.0
File,ext3,4096,512,32,noatime,journal,none,deadline,sata,365.0
File,ext3,4096,128,32,none,journal,none,deadline,sata,365.0
File,ext3,4096,512,16,none,journal,none,cfq,sata,365.33
File,ext3,4096,4096,8,noatime,ordered,none,deadline,sata,365.33
File,ext3,4096,4096,16,none,none,none,deadline,sata,365.33
File,ext3,4096,128,2,noatime,ordered,none,deadline,sata,365.33
File,ext3,1024,none,8,noatime,journal,none,deadline,sata,365.5
File,ext3,2048,256,8,noatime,journal,none,deadline,sata,365.67
File,ext3,4096,512,16,none,journal,none,deadline,sata,365.67
File,ext2,1024,none,2,noatime,none,none,deadline,sata,365.78
File,ext3,2048,none,8,none,journal,none,deadline,sata,366.0
File,ext3,1024,1024,none,none,journal,none,cfq,sata,366.0
File,ext3,4096,2048,4,none,none,none,deadline,sata,366.0
File,ext3,1024,256,2,noatime,journal,none,deadline,500sas,366.0
File,ext2,1024,256,2,none,none,none,noop,sata,366.25
File,ext3,2048,2048,none,none,journal,none,deadline,sata,366.33
File,ext3,4096,256,16,none,journal,none,cfq,sata,366.33
File,ext3,4096,128,4,none,none,none,noop,sata,366.33
File,ext3,2048,512,none,none,journal,none,noop,sata,366.67
File,ext3,4096,256,none,none,journal,none,noop,sata,366.67
File,ext3,4096,512,16,noatime,journal,none,noop,sata,366.67
File,ext3,4096,4096,8,noatime,none,none,deadline,sata,366.67
File,ext3,2048,256,none,none,journal,none,noop,sata,367.0
File,ext3,1024,128,none,noatime,ordered,none,deadline,sata,367.25
File,ext3,1024,256,none,noatime,journal,none,deadline,sata,367.33
File,ext3,4096,2048,2,noatime,ordered,none,cfq,sata,367.33
File,ext3,4096,none,2,none,none,none,noop,sata,367.33
File,ext3,4096,none,16,noatime,journal,none,cfq,sata,367.33
File,ext3,4096,128,none,noatime,journal,none,cfq,sata,367.33
File,ext3,4096,4096,16,noatime,none,none,deadline,sata,367.67
File,ext3,2048,1024,2,none,none,none,noop,sata,367.67
File,ext3,1024,512,none,none,none,none,noop,sata,367.67
File,ext3,2048,1024,16,noatime,ordered,none,noop,sata,367.67
File,ext3,4096,256,32,noatime,journal,none,noop,sata,368.0
File,ext3,1024,256,2,noatime,journal,none,noop,500sas,368.0
File,ext3,4096,2048,4,none,ordered,none,deadline,sata,368.33
File,ext3,4096,1024,32,none,journal,none,deadline,sata,368.33
File,ext3,4096,2048,8,none,ordered,none,noop,sata,368.33
File,ext3,4096,512,none,none,journal,none,deadline,sata,368.67
File,ext3,2048,128,none,noatime,journal,none,cfq,sata,368.67
File,ext3,2048,128,none,none,journal,none,deadline,sata,368.67
File,ext3,4096,none,none,none,journal,none,deadline,sata,368.67
File,ext3,4096,4096,4,none,ordered,none,cfq,sata,368.67
File,ext3,1024,512,none,none,journal,none,deadline,sata,368.67
File,ext3,2048,512,none,noatime,journal,none,cfq,sata,368.67
File,ext3,2048,1024,2,none,ordered,none,deadline,sata,368.67
File,ext3,2048,none,none,noatime,journal,none,deadline,sata,369.0
File,ext3,1024,none,none,noatime,journal,none,noop,sata,369.0
File,ext3,1024,128,4,noatime,journal,none,deadline,sata,369.0
File,ext3,2048,none,16,none,journal,none,deadline,sata,369.0
File,ext3,4096,256,32,none,journal,none,deadline,sata,369.0
File,ext3,2048,512,16,none,journal,none,deadline,sata,369.33
File,ext3,4096,4096,4,none,none,none,cfq,sata,369.33
File,ext3,1024,512,none,noatime,journal,none,deadline,sata,369.67
File,ext3,4096,1024,32,noatime,journal,none,noop,sata,369.67
File,ext3,1024,128,8,none,journal,none,cfq,sata,369.67
File,ext3,4096,4096,8,none,none,none,deadline,sata,369.67
File,ext3,1024,none,8,none,journal,none,deadline,sata,370.0
File,ext3,4096,1024,none,none,journal,none,noop,sata,370.0
File,ext3,2048,128,4,noatime,journal,none,deadline,sata,370.0
File,ext3,4096,512,none,none,journal,none,noop,sata,370.33
File,ext3,2048,128,16,none,journal,none,deadline,sata,370.67
File,ext3,2048,none,2,none,none,none,noop,sata,370.67
File,ext3,2048,none,16,none,journal,none,noop,sata,370.67
File,ext3,4096,256,32,none,journal,none,cfq,sata,370.67
File,ext3,4096,512,32,none,journal,none,deadline,sata,371.0
File,ext3,1024,512,8,none,journal,none,deadline,sata,371.0
File,ext3,4096,128,2,noatime,none,none,noop,sata,371.12
File,ext3,1024,512,8,noatime,ordered,none,noop,sata,371.25
File,ext3,4096,128,none,noatime,journal,none,noop,sata,371.67
File,ext3,4096,512,32,none,journal,none,noop,sata,371.67
File,ext3,1024,none,4,none,ordered,none,cfq,sata,372.0
File,ext3,4096,256,none,noatime,journal,none,noop,sata,372.0
File,ext3,2048,none,16,none,journal,none,cfq,sata,372.0
File,ext3,2048,512,none,none,journal,none,deadline,sata,372.0
File,ext3,2048,2048,2,none,journal,none,deadline,500sas,372.0
File,ext3,2048,256,16,none,journal,none,cfq,sata,372.0
File,ext3,2048,1024,4,none,ordered,none,noop,sata,372.0
File,ext3,1024,128,4,none,none,none,cfq,sata,372.25
File,ext3,2048,2048,2,none,journal,none,cfq,500sas,372.33
File,ext3,2048,128,8,noatime,journal,none,deadline,sata,372.33
File,ext3,4096,512,32,noatime,journal,none,cfq,sata,372.33
File,ext3,2048,none,16,noatime,journal,none,noop,sata,372.33
File,ext3,4096,256,none,none,journal,none,cfq,sata,372.33
File,ext3,4096,1024,4,none,ordered,none,noop,sata,372.33
File,ext3,4096,none,32,none,journal,none,deadline,sata,372.33
File,ext3,2048,2048,none,noatime,journal,none,deadline,sata,372.33
File,ext3,1024,128,2,noatime,writeback,none,noop,sata,372.44
File,ext3,1024,256,none,noatime,journal,none,noop,sata,372.67
File,ext3,1024,1024,8,none,journal,none,cfq,sata,372.67
File,ext3,2048,256,2,none,none,none,deadline,sata,372.67
File,ext3,4096,none,32,noatime,journal,none,deadline,sata,372.67
File,ext3,1024,512,2,none,journal,none,cfq,500sas,373.0
File,ext3,4096,none,16,none,journal,none,cfq,sata,373.33
File,ext3,2048,none,none,none,journal,none,deadline,sata,373.33
File,ext3,4096,256,2,noatime,none,none,deadline,sata,373.33
File,ext3,1024,1024,none,noatime,journal,none,cfq,sata,373.33
File,ext3,1024,256,none,none,journal,none,cfq,sata,373.33
File,ext3,1024,512,2,noatime,writeback,none,deadline,sata,373.62
File,ext3,2048,512,8,noatime,journal,none,deadline,sata,373.67
File,ext3,2048,256,none,none,journal,none,cfq,sata,373.67
File,ext3,1024,256,2,none,journal,none,deadline,500sas,373.67
File,ext3,4096,2048,8,noatime,ordered,none,deadline,sata,373.67
File,ext3,2048,512,8,none,journal,none,deadline,sata,374.0
File,ext3,1024,1024,4,noatime,journal,none,noop,500sas,374.0
File,ext3,2048,512,16,none,journal,none,cfq,sata,374.33
File,ext3,1024,1024,8,none,ordered,none,noop,sata,374.33
File,ext3,4096,512,2,noatime,ordered,none,cfq,sata,374.33
File,ext3,1024,128,8,none,none,none,deadline,sata,374.5
File,ext3,2048,256,16,none,journal,none,deadline,sata,374.67
File,ext3,2048,128,16,none,journal,none,cfq,sata,374.67
File,ext3,2048,128,16,noatime,journal,none,deadline,sata,374.67
File,ext3,1024,128,4,noatime,none,none,cfq,sata,374.75
File,ext3,2048,1024,4,none,none,none,noop,sata,375.33
File,ext3,2048,none,8,noatime,journal,none,cfq,sata,375.33
File,ext3,2048,2048,4,none,ordered,none,deadline,sata,375.33
File,ext3,4096,2048,8,noatime,none,none,deadline,sata,376.0
File,ext3,2048,256,2,noatime,ordered,none,noop,sata,376.0
File,ext3,2048,256,2,none,none,none,noop,sata,376.0
File,ext3,1024,128,none,noatime,journal,none,cfq,sata,376.0
File,ext3,4096,1024,2,none,none,none,cfq,sata,376.0
File,ext3,1024,512,8,none,journal,none,noop,sata,376.0
File,ext3,4096,none,4,none,ordered,none,noop,sata,376.0
File,ext3,4096,none,32,none,journal,none,cfq,sata,376.0
File,ext3,4096,128,32,noatime,journal,none,cfq,sata,376.33
File,ext3,1024,512,none,none,none,none,deadline,sata,376.33
File,ext3,1024,256,2,noatime,writeback,none,deadline,sata,376.44
File,ext3,1024,none,2,noatime,journal,none,cfq,500sas,376.5
File,ext3,2048,1024,none,none,ordered,none,deadline,sata,376.67
File,ext3,4096,128,2,none,ordered,none,deadline,sata,376.67
File,ext3,1024,1024,4,none,journal,none,deadline,500sas,377.0
File,ext3,2048,256,none,noatime,journal,none,cfq,sata,377.33
File,ext3,2048,256,16,noatime,journal,none,cfq,sata,377.33
File,ext3,1024,128,2,noatime,writeback,none,deadline,sata,377.6
File,ext3,2048,128,none,noatime,journal,none,noop,sata,377.67
File,ext3,1024,512,8,none,ordered,none,noop,sata,377.67
File,ext3,4096,256,4,none,ordered,none,deadline,sata,378.0
File,ext3,4096,1024,2,none,ordered,none,cfq,sata,378.0
File,ext3,4096,none,2,noatime,ordered,none,cfq,sata,378.0
File,ext3,1024,none,2,noatime,journal,none,noop,500sas,378.25
File,ext3,2048,128,2,noatime,ordered,none,deadline,sata,378.33
File,ext3,4096,4096,8,none,ordered,none,deadline,sata,378.33
File,ext3,2048,none,none,noatime,journal,none,cfq,sata,378.33
File,ext3,4096,none,2,noatime,none,none,deadline,sata,378.33
File,ext3,1024,1024,4,noatime,ordered,none,deadline,500sas,378.67
File,ext3,2048,256,none,noatime,journal,none,noop,sata,378.67
File,ext3,1024,256,4,none,none,none,noop,sata,378.88
File,ext3,1024,128,8,noatime,ordered,none,deadline,sata,379.0
File,ext3,2048,none,2,none,ordered,none,deadline,sata,379.33
File,ext3,2048,none,2,noatime,ordered,none,deadline,sata,379.33
File,ext3,2048,128,8,none,journal,none,deadline,sata,379.33
File,ext3,2048,512,16,noatime,journal,none,deadline,sata,379.67
File,ext3,4096,512,2,noatime,ordered,none,deadline,sata,379.67
File,ext3,1024,128,8,none,ordered,none,deadline,sata,379.67
File,ext3,4096,2048,4,noatime,ordered,none,noop,sata,379.67
File,ext2,1024,128,2,none,none,none,deadline,sata,379.78
File,ext3,1024,256,8,noatime,journal,none,deadline,sata,380.0
File,ext3,1024,256,8,noatime,journal,none,cfq,sata,380.0
File,ext3,1024,256,none,none,journal,none,noop,sata,380.33
File,ext3,2048,2048,2,noatime,ordered,none,deadline,sata,380.67
File,ext3,4096,256,2,none,ordered,none,cfq,sata,380.67
File,ext3,4096,2048,8,noatime,none,none,noop,sata,381.0
File,ext3,1024,128,4,noatime,none,none,deadline,sata,381.25
File,ext3,4096,4096,16,noatime,ordered,none,deadline,sata,381.33
File,ext3,2048,512,2,none,ordered,none,noop,sata,381.33
File,ext3,4096,2048,8,none,ordered,none,cfq,sata,381.33
File,ext3,2048,2048,2,noatime,journal,none,deadline,500sas,381.33
File,ext3,2048,128,2,noatime,none,none,deadline,sata,381.33
File,ext3,4096,512,4,none,ordered,none,noop,sata,381.33
File,ext3,1024,128,4,noatime,ordered,none,cfq,sata,381.5
File,ext3,4096,4096,4,noatime,none,none,cfq,sata,381.67
File,ext3,4096,256,none,noatime,journal,none,cfq,sata,381.67
File,ext3,2048,none,2,none,ordered,none,noop,sata,381.67
File,ext3,4096,128,none,noatime,journal,none,deadline,sata,382.0
File,ext3,1024,512,none,none,ordered,none,noop,sata,382.67
File,ext3,1024,128,8,noatime,journal,none,deadline,sata,382.67
File,ext3,2048,512,2,none,ordered,none,cfq,sata,382.67
File,ext3,1024,none,2,none,journal,none,deadline,500sas,382.75
File,ext3,1024,none,none,none,journal,none,cfq,sata,382.75
File,ext3,2048,512,none,noatime,journal,none,noop,sata,383.0
File,ext3,4096,2048,8,noatime,ordered,none,noop,sata,383.0
File,ext3,2048,1024,4,noatime,ordered,none,deadline,sata,383.0
File,ext3,4096,512,none,none,journal,none,cfq,sata,383.0
